lot_id,api,variable,sensor,window_status,start,end,expected_hours,observed_support_hours,coverage_percent,largest_missing_interval_hours,gap_limit_seconds,spatial_relevance_grade,timezone_status
DS01_01,Caffeine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4545.4719444444445,96.62993079176115,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_01,Caffeine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4556.296111111111,96.86003637566137,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_01,Caffeine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4683.673333333333,99.56788548752834,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_01,Caffeine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4694.171111111111,99.79105253212396,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_02,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_02,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_02,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_02,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_03,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_03,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_03,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_03,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_04,Epinephrine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_04,Epinephrine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_04,Epinephrine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_04,Epinephrine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_05,Lidocaine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_05,Lidocaine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_05,Lidocaine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_05,Lidocaine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_06,Naloxone,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_06,Naloxone,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_06,Naloxone,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_06,Naloxone,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_07,Promethazine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9930.211388888889,98.28000186944664,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_07,Promethazine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-08-27,10104.0,9953.81111111111,98.51356998328494,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_07,Promethazine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10067.009444444444,99.63390186504795,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_07,Promethazine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-08-27,10104.0,10089.496111111112,99.85645398961907,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_08,Promethazine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4545.4719444444445,96.62993079176115,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_08,Promethazine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4556.296111111111,96.86003637566137,127.43305555555555,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_08,Promethazine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4683.673333333333,99.56788548752834,9.828888888888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_08,Promethazine,radiation,DosTel2,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4694.171111111111,99.79105253212396,9.828888888888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_09,Caffeine,radiation,DosTel1,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6270.275,99.71811386768448,2.485,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_09,Caffeine,radiation,DosTel1,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6285.515,99.96048027989822,2.485,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_09,Caffeine,radiation,DosTel2,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6268.9447222222225,99.69695805060786,4.675,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_09,Caffeine,radiation,DosTel2,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6283.325,99.92565203562341,4.675,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_10,Promethazine,radiation,DosTel1,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6270.275,99.71811386768448,2.485,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_10,Promethazine,radiation,DosTel1,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6285.515,99.96048027989822,2.485,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_10,Promethazine,radiation,DosTel2,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6268.9447222222225,99.69695805060786,4.675,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_10,Promethazine,radiation,DosTel2,provisional screening envelope,2018-12-08,2019-08-27,6288.0,6283.325,99.92565203562341,4.675,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_11,Epinephrine,radiation,DosTel1,provisional screening envelope,2019-05-06,2020-01-07,5904.0,2902.4283333333333,49.160371499548326,2992.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_11,Epinephrine,radiation,DosTel1,provisional screening envelope,2019-05-06,2020-01-07,5904.0,2908.558611111111,49.26420411773562,2992.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_11,Epinephrine,radiation,DosTel2,provisional screening envelope,2019-05-06,2020-01-07,5904.0,5552.969722222222,94.05436521379103,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_11,Epinephrine,radiation,DosTel2,provisional screening envelope,2019-05-06,2020-01-07,5904.0,5566.405833333333,94.28194162149956,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_12,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3110.5094444444444,99.69581552706552,2.485,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_12,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3117.515,99.92035256410256,2.485,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_12,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3113.178611111111,99.78136574074074,0.8819444444444444,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_12,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3120.0,100.0,0.0,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_13,Lidocaine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3110.5094444444444,99.69581552706552,2.485,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_13,Lidocaine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3117.515,99.92035256410256,2.485,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_13,Lidocaine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3113.178611111111,99.78136574074074,0.8819444444444444,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_13,Lidocaine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3120.0,100.0,0.0,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_14,Promethazine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3110.5094444444444,99.69581552706552,2.485,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_14,Promethazine,radiation,DosTel1,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3117.515,99.92035256410256,2.485,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
